ip,common_name,organization,country,locality,province,sandns,sanip,selfsigned
"54.83.191.222","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"54.83.229.113","gemini-native.aws-core-usm-prod.ufe","Oath Inc.","US","","","ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud","","false"
"54.80.4.137","subscriptions.dispatcher.aws.dev.yahooapi","Oath Inc.","US","","","yahooapi.subscriptions-dispatcher-aws-dev.aws.oath.cloud|69b0ebe22488403dafb4d17d793c7c7b.instanceid.athenz.aws.oath.cloud","","false"
"54.80.146.181","*.pbp.bf2.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pbp.bf2.yahoo.com|*.pbp.bf1.yahoo.com|*.pbp.ne1.yahoo.com|*.pbp.gq1.yahoo.com|*.pbp.ir2.yahoo.com|*.pbp.sg3.yahoo.com|*.pbp.tw1.yahoo.com|*.ybp.yahoo.com|*.admanagerplus.yahoo.com|*.admanagerplus.yahoo-inc.com","","false"
"54.81.44.169","dev.wallet.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","dev.wallet.yahoo.com|dev.checkout.payments.yahoo.com|dev.checkout.payments.flurry.com","","false"
"54.81.46.199","tw.api.srch.ect.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","tw.api.srch.ect.yahoo.com|samsung-mobile.query.yahooapis.com|real.acache.us.global.sports.yahoo.com|picasso.ec.yahoo.com|partnerportal.io.yahoo.net|monalixa-api.yahoo.com|maw-api.verizonmedia.com|eurosport.yahoo.com|esportes.yahoo.com|contentindexing--partner-publishing.global.vespa.yahooapis.com|apple-finance.query.yahoo.com|api.global.sports.yahoo.com|abumedia.yql.yahoo.com|*.yql.yahooapis.com|*.yql.yahoo.com|*.yql.news.yahoo.com|*.yahooinc.com|*.yahoofinance.com|*.yahooapis.com|*.yahoo.com|*.wh.yahooapis.com|*.virtualstudio.yahoo.com|*.video.yahoo.com|*.user-preference.yahoo.com|*.us-central-1.vespa.oath.cloud|*.sports.yahoo.com|*.shp.yahoo.com|*.search.ec.yahoo.com|*.scm.yahooapis.com|*.query.yahoo.com|*.protrade.com|*.prime.yahoo.com|*.nevec.yahoo.com|*.mobile.yahoo.com|*.media.yql.yahoo.com|*.media.yahoo.com|*.mapi.shp.yahoo.com|*.m.yahoo.com|*.jarvis.yahoo.com|*.intlmedia-graviton-gateway.media.yahoo.com|*.intl.ec.yahoo.com|*.global.vespa.oath.cloud|*.fireplace.yahoo.com|*.finance.yahoo.com|*.finance-k8s.media.yahoo.cloud|*.feeds.yahoo.com|*.fantasysports.yahooapis.com|*.fantasysports.yahoo.com|*.experiences.media.yahoo.com|*.ews.mall.yahooapis.com|*.eurosport.yahoo.com|*.entertainment.yahoo.com|*.engadget.com|*.emailanalytics.yahoo.com|*.ema.yahoo.com|*.eds.yahoo.com|*.ect.yahoo.com|*.ec.yahoo.com|*.data.yahoo.com|*.commerce.verizonmedia.com|*.buy.yahoo.com|*.bid.yahooapis.com|*.bid.yahoo.com|*.bettertogether.yahoo.com|*.bc.yahooapis.com|*.api.bid.yahoo.com|*.analytics.yahooinc.com|*.analytics.verizonmedia.com|*.abumedia.yql.yahoo.com|*.abumedia.yahoo.com","","false"
"54.81.139.145","psrportal.staging.paranoids.ouryahoo.com","Oath Holdings Inc.","US","Dulles","Virginia","psrportal.staging.paranoids.ouryahoo.com|psrportal.paranoids.ouryahoo.com","","false"
"54.81.198.200","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.81.232.130","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"52.22.22.206","stage.helpcachetool.media.corp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.helpcachetool.media.corp.yahoo.com","","false"
"52.22.30.220","dsp-plus-api.prod.dsp-api-opensearch","Oath Inc.","US","","","dsp-api-opensearch.dsp-plus-api-prod.aws.oath.cloud|*.dsp-api-opensearch.dsp-plus-api-prod.aws.oath.cloud|dsp-api-opensearch.dsp-plus-api-prod.aws.yahoo.cloud|*.dsp-api-opensearch.dsp-plus-api-prod.aws.yahoo.cloud|dsp-api-opensearch-prod-58c7f875db-25f99.instanceid.athenz.aws.oath.cloud","","false"
"52.22.97.146","id.b2b.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","id.b2b.yahooinc.com|id.b2b.verizonmedia.com|id.identityb2b.aws.oath.cloud","","false"
"52.22.98.47","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"52.23.38.241","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"52.23.43.94","*.ouryahoo.splunkcloud.com","Splunk Inc.","US","San Francisco","California","*.ouryahoo.splunkcloud.com|ouryahoo.splunkcloud.com|http-inputs-ouryahoo.splunkcloud.com|*.http-inputs-ouryahoo.splunkcloud.com|akamai-inputs-ouryahoo.splunkcloud.com|*.akamai-inputs-ouryahoo.splunkcloud.com|http-inputs-ack-ouryahoo.splunkcloud.com|*.http-inputs-ack-ouryahoo.splunkcloud.com|http-inputs-firehose-ouryahoo.splunkcloud.com|*.http-inputs-firehose-ouryahoo.splunkcloud.com|*.pvt.ouryahoo.splunkcloud.com|pvt.ouryahoo.splunkcloud.com","","false"
"52.23.65.172","supplycicd.prod.cicd-sentinel","Oath Inc.","US","","","cicd-sentinel.supplycicd-prod.aws.oath.cloud|cicd-sentinel.supplycicd-prod.aws.yahoo.cloud","","false"
"52.23.107.133","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"52.20.246.205","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"52.21.177.103","partnerads-test.ysm.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","partnerads-test.ysm.yahoo.com","","false"
"52.21.255.103","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"13.51.242.145","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"54.228.101.206","gemini-native.aws-core-usm-prod.ufe","Oath Inc.","US","","","ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.oath.cloud|ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud|*.ufe.gemini-native-aws-core-usm-prod.aws.yahoo.cloud","","false"
"54.228.112.28","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"54.228.179.92","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"54.228.238.224","src1.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","src1.yahoo.com|*.oath.com|*.ouroath.com|*.ouryahoo.com|*.yahoo.com|*.aol.com|*.aol.de|*.verizonmedia.com|*.yahooinc.com|*.yahoo.bg|*.yahoo.ca|*.yahoo.cn|*.yahoo.co.in|*.yahoo.co.nz|*.yahoo.co.th|*.yahoo.co.uk|*.yahoo.com.ar|*.yahoo.com.au|*.yahoo.com.br|*.yahoo.com.cn|*.yahoo.com.hk|*.yahoo.com.mx|*.yahoo.com.ph|*.yahoo.com.sg|*.yahoo.com.tw|*.yahoo.com.vn|*.yahoo.com.my|*.yahoo.co.id|*.yahoo.de|*.yahoo.ee|*.yahoo.es|*.yahoo.fr|*.yahoo.hk|*.yahoo.hu|*.yahoo.ie|*.yahoo.in|*.yahoo.it|*.yahoo.ph|*.yahoo.pt|*.yahoo.sg|*.brightroll.com|*.ops.aol.com|*.web.aol.com|*.aol.co.uk|*.aol.jp|*.engadget.com|*.teamaol.com|*.aol.fr|*.aol.ca|*.joystiq.com|*.maktoob.com|*.yahooapis.com|*.yahoomusic.com|*.vzbuilders.com|*.onemobile.aol.com|*.makers.com|*.isp.netscape.com|*.yahoosportsbook.com|*.isp.yahoo.com|*.glp.searchjam.com|*.notdonedocumentary.com|*.notdonefilm.com|*.yahoosports.com|*.yahoofinance.com|*.broman.vzbuilders.com|*.knowledge.yahoo.com|*.advertising.yahoo.com|*.builtbygirls.com|*.yahoo.net|*.yahoosmallbusiness.com","","false"
"34.210.21.175","saucelabs.ouryahoo.com","Oath Holdings Inc.","US","Dulles","Virginia","saucelabs.ouryahoo.com|us-east.saucelabs.ouryahoo.com|us-west.saucelabs.ouryahoo.com|eu-central.saucelabs.ouryahoo.com|apac-southeast.saucelabs.ouryahoo.com","","false"
"34.210.30.162","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"34.210.152.96","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"34.211.167.209","*.oath-marketing-yahooinc-development.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-development.aws.oath.cloud","","false"
"54.86.122.200","*.sneakpeek.yahooinc.com","Oath Holdings Inc.","US","Dulles","Virginia","*.sneakpeek.yahooinc.com|sneakpeek.yahooinc.com","","false"
"54.86.148.102","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.86.149.197","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.86.164.250","aol-com.prod.gdpr-client-staging","Oath Inc.","US","","","gdpr-client-staging.aol-com-prod.aws.oath.cloud|gdpr-client-staging.aol-com-prod.aws.yahoo.cloud|gdpr-client-staging.aol-com-prod.svc.cluster.local","","false"
"54.86.184.130","*.fc.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.fc.yahoo.com|fc.yahoo.com|jill.at.atwola.com|qa-jill.at.atwola.com|stage-jill.at.atwola.com","","false"
"54.86.207.184","stage.help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","stage.help.yahoo.com|*.aide.yahoo.com|*.aiuto.yahoo.com|*.ajuda.yahoo.com|*.ajutor.yahoo.com|*.ayuda.yahoo.com|*.bantuan.yahoo.com|*.help.yahoo.com|*.hilfe.yahoo.com|*.trogiup.yahoo.com","","false"
"54.86.235.24","dev.helpcachetool.media.corp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","dev.helpcachetool.media.corp.yahoo.com","","false"
"54.86.243.92","prod-eng.eng-svc.splunk.calypso.aws-test.hp-helloworld","Oath Inc.","US","","","hp-helloworld.prod-eng-eng-svc-splunk-calypso-aws-test.aws.oath.cloud|hp-helloworld.prod-eng-eng-svc-splunk-calypso-aws-test.aws.yahoo.cloud|i-09a431ca246d3431d.instanceid.athenz.aws.oath.cloud","","false"
"54.208.91.14","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"54.208.110.24","subscriptions.dispatcher.aws.prod.yahoomailapistage","Oath Inc.","US","","","yahoomailapistage.subscriptions-dispatcher-aws-prod.aws.oath.cloud|yahoomailapistage.subscriptions-dispatcher-aws-prod.aws.yahoo.cloud|i-089ba8d74f11dc4d4.instanceid.athenz.aws.oath.cloud","","false"
"54.208.156.66","id.b2b.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","id.b2b.yahooinc.com|id.b2b.verizonmedia.com|id.identityb2b.aws.oath.cloud","","false"
"54.208.163.102","aolp.ds-prd.gdpr-access-1a","Oath Inc.","US","","","gdpr-access-1a.aolp-ds-prd.aws.oath.cloud|gdpr-access-1a.aolp-ds-prd.aws.yahoo.cloud|i-0d6a230ed1b11cfdd.instanceid.athenz.aws.oath.cloud","","false"
"54.208.240.160","server.comet.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","server.comet.yahoo.com","","false"
"54.209.54.111","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.209.127.253","pse.partners-stage","Oath Inc.","US","","","partners-stage.pse.aws.oath.cloud|partners-stage.pse.aws.yahoo.cloud|i-05172a6d3c027e158.instanceid.athenz.aws.oath.cloud","","false"
"54.209.155.249","id.staging.creators.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","id.staging.creators.yahoo.com","","false"
"54.209.169.191","turbify.com","","","","","turbify.com|*.luminate.com|*.aabacosmallbusiness.com|verizonsmallbusinessessentials.com|aabacosmallbusiness.com|*.verizonsmallbusinessessentials.com|*.yahoosmallbusiness.com|luminate.com|*.turbify.com|yahoosmallbusiness.com","","false"
"54.209.177.35","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.209.197.174","aolp.ds-prd.gdpr-access-1v","Oath Inc.","US","","","gdpr-access-1v.aolp-ds-prd.aws.oath.cloud|gdpr-access-1v.aolp-ds-prd.aws.yahoo.cloud|i-07d31f337a5bfeca5.instanceid.athenz.aws.oath.cloud","","false"
"54.209.234.0","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"54.209.244.116","api.comet.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","api.comet.yahooinc.com","","false"
"184.72.60.146","*.v.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.v.ssp.yahoo.com|*.adaptv.advertising.com|adaptv.advertising.com|*.adap.tv","","false"
"18.201.5.231","help.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","help.yahoo.com|*.help.yahoo.com","","false"
"34.214.26.47","ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ssp.yahoo.com|*.ssp.yahoo.com|*.s2shb.ssp.yahoo.com|onemobile.yahoo.com|*.onemobile.yahoo.com|*.ads.nexage.com|*.ads0.nexage.com|ssp.advertising.com|*.ssp.advertising.com|*.fc.yahoo.com|*.jill.fc.yahoo.com|nexage.com|admax.nexage.com|ads.nexage.com|ads0.nexage.com|hb.nexage.com|medtest.nexage.com|prod-e-node-1112.nexage.com|prod-e-node-1212.nexage.com|prod-e-node-2112.nexage.com|prod-e-node-3112.nexage.com|prod-m-medtest-1112.nexage.com|prod-m-node-1112.nexage.com|prod-m-node-1212.nexage.com|prod-m-node-2112.nexage.com|prod-m-node-3112.nexage.com|prodtest-m-node-1118.nexage.com|sdkdirect.nexage.com|sdktest.nexage.com|tangerine.nexage.com","","false"
"34.214.198.12","*.csc.adserver.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.csc.adserver.yahoo.com|adserver.yahoo.com|*.ad.yieldmanager.net|scrserv.amp.yahoo.com|*.adserver.yahoo.com|*.pointguard-qa.aws.oath.cloud|*.pointguard.aws.oath.cloud","","false"
"34.214.251.32","ups.analytics.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","ups.analytics.yahoo.com|us-east-1.ups.analytics.yahoo.com|us-west-1.ups.analytics.yahoo.com|ap-northeast-1.ups.analytics.yahoo.com|ap-southeast-1.ups.analytics.yahoo.com|eu-central.ups.analytics.yahoo.com|eu-central-1.ups.analytics.yahoo.com|service.idsync.analytics.yahoo.com|us-east-1.service.idsync.analytics.yahoo.com|us-west-1.service.idsync.analytics.yahoo.com|eu-central-1.service.idsync.analytics.yahoo.com|ap-southeast-1.service.idsync.analytics.yahoo.com|real.sp.analytics.yahoo.com|*.analytics.yahoo.com|pixel.advertising.com|us-west-2.ups.analytics.yahoo.com|us-west-2.service.idsync.analytics.yahoo.com","","false"
"34.215.43.14","*.oath-marketing-yahooinc-production.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-production.aws.oath.cloud","","false"
"34.215.161.56","web.ssp.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","web.ssp.yahoo.com|c2s.ssp.yahoo.com|c2shb.ssp.yahoo.com|oao-js-tag.onemobile.yahoo.com|jill.fc.yahoo.com|eu-central.jill.fc.yahoo.com|*.ssp.yahoo.com|us-east.jill.fc.yahoo.com|us-west.jill.fc.yahoo.com|ap-southeast.jill.fc.yahoo.com|c2shb.pubgw.yahoo.com","","false"
"34.215.198.32","server-dev.comet.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","server-dev.comet.yahoo.com","","false"
"34.215.220.126","*.oath-marketing-yahooinc-production.aws.oath.cloud","","","","","*.oath-marketing-yahooinc-production.aws.oath.cloud","","false"
"34.215.237.150","poc.print.ouryahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","poc.print.ouryahoo.com|cpp-ui.poc.print.ouryahoo.com|gw.poc.print.ouryahoo.com|ofn.poc.print.ouryahoo.com|traefik.poc.print.ouryahoo.com|portainer.poc.print.ouryahoo.com|cdn.poc.print.ouryahoo.com","","false"
"18.170.38.65","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"54.242.23.31","yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","yahoo.com|tw.rd.yahoo.com|s.yimg.com|mbp.yimg.com|hk.rd.yahoo.com|fr-ca.rogers.yahoo.com|ddl.fp.yahoo.com|ca.rogers.yahoo.com|ca.my.yahoo.com|brb.yahoo.net|add.my.yahoo.com|*.yahoo.com|*.www.yahoo.com|*.media.yahoo.com|*.global.vespa.oath.cloud|*.att.yahoo.com|*.amp.yimg.com","","false"
"54.242.26.101","*.g11n.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.g11n.yahoo.com|g11n.yahoo.com","","false"
"54.243.38.234","server.comet.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","server.comet.yahoo.com","","false"
"54.243.47.101","api.openrtb.ssp.yahooinc.com","Oath Holdings Inc.","US","Sunnyvale","California","api.openrtb.ssp.yahooinc.com|*.api.openrtb.ssp.yahooinc.com","","false"
"54.243.92.72","home.yhsieh.hp-helloworld","Oath Inc.","US","","","hp-helloworld.home-yhsieh.aws.oath.cloud|hp-helloworld.home-yhsieh.aws.yahoo.cloud|i-06375276581509f4d.instanceid.athenz.aws.oath.cloud","","false"
"54.243.104.46","supplycicd.dev.secret-service","Oath Inc.","US","","","secret-service.supplycicd-dev.aws.oath.cloud|secret-service.supplycicd-dev.aws.yahoo.cloud","","false"
"54.243.138.27","*.pbp.bf2.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.pbp.bf2.yahoo.com|*.pbp.bf1.yahoo.com|*.pbp.ne1.yahoo.com|*.pbp.gq1.yahoo.com|*.pbp.ir2.yahoo.com|*.pbp.sg3.yahoo.com|*.pbp.tw1.yahoo.com|*.ybp.yahoo.com|*.admanagerplus.yahoo.com|*.admanagerplus.yahoo-inc.com","","false"
"54.243.143.89","*.g11n.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","*.g11n.yahoo.com|g11n.yahoo.com","","false"
"54.243.147.53","server.comet.yahoo.com","Oath Holdings Inc.","US","Sunnyvale","California","server.comet.yahoo.com","","false"
